648;1949;25
639;489097;131
645;102819;100
650;3171;25
646;103030;100
652;3283;25
653;5734;25
626;118814;131
640;666;12
649;163252;144
647;23293;38
657;11938;51
642;4543;25
654;175427;144
659;17450;51
658;12089;51
661;105010;113
666;103845;113
664;102593;113
665;18116;51
663;16894;25
656;101905;113
651;112585;100
668;86038;69
662;7143;25
660;102529;113
673;33159;64
672;778;12
670;94280;69
667;345710;144
678;32119;51
669;88549;69
676;29357;51
679;65095;64
680;1106;12
683;20649;38
674;108283;113
681;283787;64
682;2388;12
675;113774;113
688;1940;33
671;469341;95
687;42413;38
677;31898;51
693;5195;33
655;191518;144
684;106318;126
686;111370;126
689;109783;126
692;2594;33
698;4550;33
694;118688;126
685;108889;126
696;3238;33
699;38955;64
691;113855;126
690;108234;126
697;116711;126
700;95435;82
695;128909;126
708;2870;33
702;109267;82
709;5531;33
703;4438866;170
710;5762;33
701;98066;82
706;116150;126
705;9887;33
714;3826;33
716;3948;33
718;56909;51
711;56807;64
719;74570;51
720;1127;20
721;11978;46
717;6639;33
707;121901;126
715;17286;25
713;17994;25
704;941;20
722;14819;46
729;11991;33
724;1811;20
726;13063;46
712;2484;33
725;4532;20
728;99068;95
730;100440;95
734;29421;46
739;10076;20
727;23754;46
723;20700;46
735;58342;46
731;157650;139
736;1323;20
738;4065;20
737;171416;139
746;3083;20
732;101772;95
733;104523;95
743;265303;95
744;1681;20
750;15087;46
740;6267;46
747;32574;46
748;9565;46
753;7640;20
749;12376;46
754;84030;64
742;9289;46
755;90171;64
741;9048;46
745;111121;90
758;27350;59
759;38511;59
761;20843;33
751;337450;139
752;101637;108
766;64313;46
762;106847;108
768;811;15
767;277909;59
765;30832;46
760;105415;108
764;27961;46
763;183227;152
756;102351;108
757;105192;108
770;7862;33
769;12191;33
771;14133;33
777;32789;33
772;104262;121
773;107163;121
774;107414;121
779;26341;59
784;1492;28
775;198879;152
778;105298;121
788;2236;28
786;23898;59
776;103836;121
780;105430;121
783;133663;121
787;30299;59
794;3802;28
785;110695;121
793;105814;77
790;93331;77
789;5197;28
782;114432;121
781;108361;121
800;1408;28
795;566466;103
802;5309;20
801;41293;59
806;8693;20
796;113146;121
792;2310;28
791;104962;77
807;314174;72
799;102676;72
810;3318;28
809;52506;46
797;116137;121
798;122958;121
808;1796;28
803;11840;20
804;5411;20
816;1844;28
812;5755;41
811;123726;134
821;5699;28
820;2618;28
814;11747;41
813;8806;41
805;8432;20
817;10450;41
815;156730;134
819;15272;41
818;8611;41
827;24920;41
822;136497;134
826;99572;90
832;925;15
828;103124;90
825;128710;134
833;10711;28
837;7880;41
836;4739;41
824;98020;90
838;8151;41
830;165055;134
829;106235;90
835;127900;134
831;216176;134
840;5593;41
841;23324;41
845;10488;41
844;7317;41
846;27478;33
823;148598;134
852;1945;15
834;121109;134
850;80822;59
851;87743;59
853;5146;15
843;17906;41
848;1141;15
855;35273;54
847;48279;33
842;7175;41
849;65671;59
854;22702;54
862;25665;41
856;101147;103
857;14275;28
863;59616;41
861;107552;103
858;102759;103
859;173779;147
869;7847;28
870;8128;28
864;102250;116
860;104321;103
866;5554;28
839;104691;85
865;167795;147
876;13404;54
868;4586;28
875;26083;28
874;104310;116
872;102668;116
867;12605;28
882;9570;28
873;196103;147
871;1633505;178
883;16751;28
878;19866;54
880;103086;116
886;20554;54
881;109637;116
879;187349;147
884;103920;116
877;16695;54
891;77658;46
885;107241;116
888;86815;72
893;98970;72
890;88487;72
887;33595;54
889;350379;147
897;37870;67
894;471801;98
900;30708;54
902;34380;54
904;1897;15
898;110754;116
908;3751;15
903;134169;116
901;34089;54
895;556622;98
906;3599;15
907;80905;54
899;118065;116
905;69848;67
910;23153;41
896;1170;23
912;2451;36
911;45524;41
892;95619;72
920;3399;36
909;7162;15
922;5131;36
913;113684;129
914;113885;129
915;121326;129
917;6756;36
916;3315;36
923;66136;67
921;118692;129
928;1312;23
919;125820;129
924;120075;129
930;7109;36
931;14680;36
927;412163;116
936;1760;23
932;96834;85
938;3522;23
918;112309;129
935;159966;129
925;123546;129
926;131457;129
939;122991;85
934;100636;85
929;121590;129
933;100335;85
945;10494;36
946;8365;36
944;3013;36
949;7468;36
942;124493;129
937;4443787;173
941;121092;129
952;4781;36
951;34589;28
954;6573;36
948;3907;36
940;117561;129
953;22291;28
956;58344;54
947;16066;36
955;32213;28
962;17466;49
957;61935;54
943;51502;36
963;25297;49
965;6879;23
950;20608;28
964;3258;23
960;1624;23
958;77206;54
959;486220;129
973;105550;98
970;101737;98
969;28843;49
961;17025;49
972;101899;98
966;7190;23
968;99915;98
981;6475;23
977;109654;98
978;32112;49
979;40073;49
975;184271;142
976;1870;23
967;163143;142
985;15249;23
980;2794;23
974;160330;142
984;7128;49
971;20380;36
987;42316;36
986;8980;49
983;188569;142
990;268027;98
988;10772;49
989;14483;49
991;307008;98
982;174118;142
995;13909;23
997;14801;49
996;11060;49
992;102034;111
998;15122;49
994;5818;23
999;66593;49
1004;85537;67
1003;66626;41
1002;104394;111
1007;466320;93
993;116336;93
1000;102512;111
1005;89308;67
1008;105980;111
1010;30129;62
1009;110491;111
1006;92939;67
1011;38350;62
1014;23633;36
1018;30762;49
1015;38554;36
1019;62038;62
1016;28850;49
1001;342707;142
1024;1023;10
1021;69675;49
1017;188568;155
1012;106934;111
1026;10685;36
1013;110735;111
1022;280721;62
1020;65844;49
1025;17574;36
1027;19036;36
1028;105805;124
1029;109666;124
1023;620052;62
1031;39320;36
1030;109997;124
1032;104739;124
1038;29197;62
1040;2075;31
1033;204304;155
1034;106681;124
1044;3059;31
1036;106853;124
1035;123242;124
1045;6980;31
1041;113828;124
1048;3153;31
1043;125780;124
1042;117299;124
1037;110744;124
1049;35808;62
1051;341654;93
1053;98861;80
1054;107862;80
1046;113573;124
1047;128964;124
1058;6713;31
1057;111365;80
1052;94910;80
1039;54708;62
1059;15324;31
1050;5125;31
1064;2339;31
1056;1831;31
1055;4435701;168
1068;6912;23
1061;118718;124
1070;14784;23
1063;77887;75
1062;119059;124
1072;2397;31
1074;11648;23
1065;108269;75
1060;114737;124
1069;10923;23
1073;14067;23
1075;20389;23
1077;7452;31
1079;71333;49
1067;53606;62
1082;8732;44
1084;13374;44
1080;6700;44
1085;17445;44
1076;3411;31
1081;129403;137
1071;262267;168
1078;55472;49
1066;4341;31
1087;226569;137
1086;159718;137
1089;16169;44
1090;11610;44
1093;8358;31
1094;8709;31
1095;92949;75
1088;1268;18
1083;140555;137
1091;20481;44
1099;21414;31
1096;98979;93
1102;27952;44
1100;101223;93
1098;101041;93
1104;1544;18
1105;112038;93
1101;105354;93
1110;13765;31
1092;4257;31
1097;154359;137
1108;2588;18
1111;30096;31
1107;177099;137
1112;5712;44
1114;7804;44
1117;14017;44
1116;9826;44
1106;168098;137
1122;10262;44
1118;107767;88
1123;19393;44
1115;261958;93
1113;133745;137
1126;13586;44
1103;55033;44
1128;2128;18
1130;4250;18
1119;151778;88
1120;1590;18
1125;13225;44
1121;29211;44
1127;334069;137
1133;86772;62
1132;82521;62
1109;6749;18
1129;54208;36
1124;9004;44
1137;11117;18
1136;101784;106
1135;145904;62
1134;90863;62
1142;17417;31
1138;25833;57
1143;34218;31
1131;52900;36
1148;27388;44
1149;31699;44
1147;49422;57
1150;62780;44
1144;105322;106
1140;102858;106
1139;35094;57
1141;107139;106
1154;8729;31
1145;179792;150
1158;11033;31
1156;6321;31
1155;18120;31
1146;107474;106
1153;173850;150
1152;1473;26
1159;67174;57
1151;274456;57
1166;29291;31
1162;105865;119
1157;10662;31
1160;103683;119
1167;57942;31
1169;22834;57
1163;195390;150
1165;110428;119
1171;32606;57
1168;103741;119
1164;106057;119
1161;1639602;181
1177;22932;31
1174;112867;119
1175;130138;119
1179;124194;57
1181;26756;57
1182;36847;57
1184;1645;26
1176;104949;119
1180;22325;57
1178;107161;119
1186;91750;75
1183;328642;88
1170;23085;57
1191;139655;49
1190;102244;75
1192;2213;26
1187;101401;75
1185;356602;150
1194;4455;26
1173;109246;119
1193;562887;101
1189;101863;75
1172;104845;119
1199;99079;70
1195;132348;119
1188;97402;75
1204;3704;18
1196;112549;119
1200;2570;18
1197;117040;119
1201;40396;57
1198;121361;119
1203;47468;57
1207;90907;70
1210;7080;18
1211;310541;70
1208;4808;18
1209;87254;57
1216;1697;26
1214;48864;44
1205;8225;18
1206;73166;70
1202;37687;57
1212;24972;44
1220;5146;39
1222;10118;39
1215;334517;163
1221;9727;39
1217;120075;132
1219;127147;132
1224;4470;39
1218;117236;132
1228;6974;39
1229;11585;39
1223;153061;132
1225;132253;132
1226;6772;39
1230;69520;70
1231;99741;70
1232;2003;26
1227;129295;132
1236;3167;26
1237;7808;26
1213;29523;44
1234;134852;132
1235;144893;132
1233;130021;132
1241;21197;39
1243;75603;70
1240;97919;88
1242;100251;88
1245;107174;88
1251;17132;26
1250;6961;26
1238;124996;132
1244;102503;88
1246;163394;132
1255;248154;88
1253;124141;132
1248;3514;39
1239;143207;132
1249;4450346;176
1260;10256;39
1262;19538;39
1259;100914;83
1258;6474;39
1261;14987;39
1264;5490;39
1266;24091;31
1257;58103;39
1269;11445;39
1265;14111;39
1271;44466;31
1268;6684;39
1263;1335520;176
1254;124542;132
1247;212435;132
1274;61849;57
1273;38898;31
1267;34392;31
1277;83912;57
1252;119440;132
1272;59457;57
1256;4112;39
1276;79121;57
1275;388170;83
1278;489736;132
1279;674697;132
1270;25785;31
1282;20993;52
1281;23752;52
1280;1306;13
1284;5185;26
1286;10417;26
1285;10006;26
1283;31424;52
1291;35222;52
1289;169912;145
1287;198650;145
1294;23940;39
1293;108527;101
1295;55731;39
1296;2597;26
1300;3821;26
1301;8702;26
1297;112361;101
1304;3935;26
1299;174462;145
1290;103464;101
1288;101042;101
1306;6387;26
1305;46926;52
1302;113236;101
1303;132387;101
1298;163901;145
1292;103676;101
1313;22144;26
1308;176081;145
1314;12595;52
1315;23286;52
1309;180992;145
1316;12747;52
1310;192173;145
1318;18109;52
1317;17688;52
1307;1629584;176
1311;212415;101
1324;7805;26
1312;102561;114
1323;38214;52
1321;313945;101
1320;103189;114
1319;183392;145
1330;18781;52
1325;12776;26
1322;105671;114
1327;109598;52
1331;29602;52
1328;103257;114
1329;21780;52
1337;73647;44
1336;86706;70
1339;37220;26
1326;17557;26
1344;1450;13
1338;89218;70
1332;104511;114
1333;109512;114
1334;346377;145
1335;365998;145
1341;99981;70
1346;33832;65
1347;44783;65
1340;94950;70
1353;45659;39
1342;470012;96
1345;117554;114
1352;30033;52
1350;114449;114
1343;552593;96
1348;108957;114
1356;32797;52
1360;1786;13
1358;65774;65
1355;130104;114
1349;114018;114
1361;76822;52
1362;284468;65
1365;8191;13
1357;37888;52
1364;3070;13
1366;21332;39
1351;270119;158
1369;26225;39
1354;32575;52
1359;99135;65
1363;295549;65
1374;43100;39
1370;109574;127
1367;41423;39
1375;97171;39
1371;176880;114
1368;107002;127
1376;2628;34
1372;112056;127
1373;117207;127
1384;3286;34
1379;121683;127
1386;5888;34
1380;108924;127
1377;211535;158
1378;110472;127
1381;114105;127
1385;61981;65
1382;114546;127
1392;3934;34
1388;119382;127
1393;14295;34
1383;1010923;96
1389;124593;127
1390;129604;127
1387;57973;65
1399;60215;65
1398;39654;65
1397;10489;34
1400;96135;83
1394;117408;127
1395;128749;127
1401;349011;96
1402;98767;83
1391;407990;114
1396;5248;34
1403;155757;127
1408;1645;21
1409;118764;83
1411;22063;34
1404;109969;83
1415;47257;34
1405;115240;83
1406;4439569;171
1410;10592;34
1416;3578;34
1412;116856;127
1421;11803;34
1417;85328;78
1418;6240;34
1425;18406;26
1414;122608;127
1419;147313;127
1426;18707;26
1413;122157;127
1430;18001;26
1431;39032;26
1420;6472;34
1407;4572860;171
1422;57518;65
1427;30308;26
1429;9901;34
1434;7356;34
1436;57627;52
1432;4664;34
1435;372386;78
1424;3196;34
1428;4540;34
1440;1847;21
1423;92449;65
1439;481903;127
1437;63018;52
1445;20962;47
1446;21423;47
1447;118408;52
1441;136970;140
1433;27914;26
1450;5257;21
1438;75289;52
1442;12699;47
1443;24430;47
1448;2535;21
1457;16009;34
1452;13789;47
1454;24481;47
1453;19240;47
1459;24581;34
1451;158790;140
1449;234178;140
1444;15541;47
1465;29107;34
1458;12720;34
1455;192184;140
1460;101170;96
1461;106651;96
1456;99796;96
1470;59077;47
1463;179882;140
1466;105256;96
1472;2059;21
1464;102504;96
1462;158381;140
1468;30155;47
1477;10344;21
1467;161116;140
1473;119773;96
1481;37873;34
1476;4803;21
1469;35666;47
1478;10815;21
1484;10031;47
1482;9789;47
1479;172309;96
1475;184144;140
1474;172153;140
1485;15602;47
1489;21836;47
1492;3829;21
1480;7007;47
1487;302547;96
1494;33321;47
1490;111866;91
1483;146562;140
1491;123987;91
1497;27254;47
1493;9430;21
1499;62096;47
1496;10313;47
1498;13125;47
1495;55292;47
1471;1613404;171
1506;8393;21
1505;62111;39
1507;20644;21
1488;2425;21
1508;84784;65
1486;266046;96
1504;102389;109
1509;90445;65
1503;397302;140
1502;338201;140
1510;90926;65
1511;461787;91
1513;153849;65
1512;103107;109
1516;28108;60
1518;39270;60
1500;15837;47
1514;105949;109
1515;702404;140
1501;21468;47
1523;33985;34
1520;106175;109
1521;115126;109
1517;33799;60
1528;28725;47
1524;107609;109
1529;57451;60
1530;31597;47
1522;21604;34
1531;85853;60
1525;113330;109
1519;325753;153
1532;65079;47
1537;181921;153
1533;70830;47
1534;278676;60
1539;25471;34
1536;1579;16
1526;183990;153
1541;14413;34
1540;8632;34
1542;14904;34
1538;12960;34
1535;615447;60
1527;206431;153
1545;75287;60
1547;34679;34
1544;105034;122
1546;107936;122
1555;46207;34
1548;108188;122
1549;113999;122
1552;104612;122
1550;199654;153
1553;118583;122
1558;27120;60
1554;33566;34
1559;50031;60
1543;159908;109
1551;237725;153
1556;106076;122
1557;111917;122
1561;40803;60
1567;176639;60
1569;31171;34
1568;2276;29
1564;115214;122
1566;134446;122
1560;106210;122
1570;111480;122
1563;276737;153
1572;24684;60
1575;81057;60
1574;31086;60
1576;3024;29
1565;121085;122
1578;5986;29
1573;30585;60
1577;336923;91
1580;94121;78
1579;138389;122
1571;124251;122
1589;10557;29
1584;3102;29
1585;110186;78
1587;119508;78
1586;106607;78
1588;4596;29
1562;109142;122
1581;100052;78
1590;567261;104
1583;4430952;166
1592;113942;122
1595;73102;73
1582;105753;78
1593;140713;122
1598;103475;73
1596;123756;122
1600;2208;29
1594;116934;122
1602;42094;60
1599;201786;73
1603;55125;60
1591;590642;104
1608;6215;21
1605;12132;21
1609;99356;73
1612;9499;21
1606;12643;21
1610;9237;21
1611;31248;21
1613;15550;21
1617;38014;47
1597;129747;122
1604;6111;21
1618;53315;47
1607;257446;166
1614;314981;73
1620;4128;29
1619;66476;47
1615;354622;73
1616;2604;29
1626;9619;42
1624;6567;42
1601;48803;60
1621;10209;29
1622;124537;135
1632;2660;29
1627;164334;73
1625;135680;135
1634;11267;42
1623;148388;135
1636;9429;42
1635;24558;42
1630;157545;135
1638;16091;42
1637;15570;42
1640;3438;29
1642;6520;29
1633;140828;135
1628;12561;42
1629;18672;42
1641;108358;73
1639;1118020;104
1631;221676;135
1644;137319;135
1649;16467;29
1643;88020;73
1648;98844;91
1647;246402;135
1655;50068;42
1654;25747;42
1652;100398;91
1653;106599;91
1646;149421;135
1657;84304;73
1659;57702;42
1645;143490;135
1658;107064;91
1656;103952;91
1650;129535;135
1651;142956;135
1663;779980;73
1666;11544;29
1660;165885;135
1661;172116;135
1664;1757;16
1672;5575;42
1671;61134;42
1662;217007;135
1667;25095;29
1676;8989;42
1669;128204;135
1673;256939;91
1674;8717;42
1670;128735;135
1678;105530;86
1675;153240;135
1682;24165;42
1683;37846;42
1677;15280;42
1685;14338;42
1686;18749;42
1679;146741;86
1689;43261;34
1688;8161;42
1680;6433;42
1681;23814;42
1668;121943;135
1692;28324;34
1694;49126;34
1665;4459089;179
1687;43540;42
1690;11333;42
1698;66520;60
1697;47809;34
1693;34675;34
1696;1989;16
1699;80331;60
1691;328996;135
1703;140795;60
1702;88594;60
1684;8017;42
1706;5999;16
1700;81672;60
1704;2797;16
1695;834899;179
1713;19001;29
1701;88053;60
1715;29073;29
1709;29967;55
1708;23556;55
1705;683650;135
1707;168187;148
1712;102003;104
1717;110058;104
1711;226971;148
1716;103617;104
1714;15132;29
1721;44259;55
1710;36128;55
1725;32998;42
1724;26527;42
1726;60479;42
1722;108413;104
1723;66901;55
1718;174638;148
1719;199899;148
1732;6420;29
1727;269275;55
1734;13472;29
1728;103114;117
1736;5454;29
1720;105181;104
1729;121440;104
1735;165786;104
1740;8998;29
1738;8716;29
1737;141508;104
1733;12921;29
1730;168660;148
1741;15529;29
1739;61957;55
1731;182731;148
1750;26958;29
1751;52689;29
1744;103540;117
1752;14280;55
1745;190155;148
1746;196976;148
1748;105184;117
1742;1634376;179
1743;1677157;179
1747;211177;148
1753;32491;55
1749;111745;117
1757;27335;55
1756;20744;55
1764;10452;29
1754;17572;55
1755;94048;42
1765;17073;29
1766;17634;29
1758;188228;148
1763;124849;117
1762;110518;117
1761;323192;104
1771;87679;55
1759;257389;148
1772;21440;55
1769;118887;55
1770;108126;117
1774;34482;55
1775;323317;86
1767;392147;148
1773;28091;55
1780;89377;73
1760;103966;117
1782;78549;47
1776;87703;73
1781;96058;73
1785;46593;29
1786;99863;73
1768;104804;117
1783;104750;47
1779;365729;148
1792;2066;24
1788;472695;99
1777;118843;117
1778;351268;148
1791;1104078;99
1784;96511;73
1790;557517;99
1795;53358;68
1794;38767;68
1793;126969;117
1789;479406;99
1787;134294;47
1796;111652;117
1797;118393;117
1798;118964;117
1804;35282;55
1808;2801;16
1805;42053;55
1803;54576;42
1812;4505;16
1813;11306;16
1800;31608;55
1799;93682;68
1802;34990;55
1814;81812;55
1811;85474;68
1801;279576;161
1809;47387;55
1810;70753;68
1807;179423;117
1820;24063;42
1822;46435;42
1821;30894;42
1824;3363;37
1816;4659;16
1815;108483;55
1817;305090;68
1818;8071;16
1806;135072;117
1825;35808;42
1819;14064664;161
1832;4231;37
1833;106796;42
1831;144194;68
1826;114597;130
1828;114799;130
1827;129448;130
1830;122241;130
1835;147556;130
1834;7673;37
1840;4319;37
1829;121660;130
1823;329048;161
1836;113227;130
1837;120118;130
1838;126739;130
1844;6053;37
1845;12974;37
1841;123772;130
1842;119613;130
1846;67059;68
1839;308194;161
1843;134594;130
1847;94200;68
1848;120999;130
1856;2240;24
1857;24046;37
1849;67682;68
1851;154712;130
1860;8039;37
1861;15020;37
1855;527131;117
1850;124471;130
1854;413090;117
1853;139334;130
1852;132383;130
1864;97766;86
1863;219526;68
1866;101268;86
1867;37166;37
1872;2696;24
1868;101570;86
1858;122519;130
1862;15611;37
1859;137630;130
1865;70008;68
1869;108581;86
1873;125075;86
1871;206822;130
1870;160901;130
1876;4460;24
1881;31940;37
1878;123930;86
1879;151541;86
1875;4459965;174
1886;52445;37
1883;242505;86
1874;4444724;174
1887;126636;37
1882;122033;130
1890;11439;37
1889;95247;81
1888;3957;37
1893;16412;37
1891;26810;37
1896;4855;37
1885;132506;130
